,样本id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,收率
546,418.0,300,,405.0,700,1:00:00,21.0,,,3:00:00,100,4:00:00,102,0.2,5:00:00,104.0,6:00:00,106.0,0.2,100,6:30-7:00,50.0,10.0,5.0,7:30:00,80,8:00:00,78,8:00-8:30,280.0,3.5,3.5,8:30-9:30,9:30:00,60,11:30:00,45.0,12:00-13:30,14:30-15:30,,800.0,0.15,400,0.902
362,419.0,300,,405.0,700,9:00:00,21.0,,,11:00:00,100,12:00:00,102,0.2,13:00:00,104.0,14:00:00,106.0,0.2,100,14:30-15:00,50.0,9.0,5.0,15:30:00,80,16:00:00,78,16:00-17:00,300.0,3.5,3.5,17:00-18:00,18:00:00,60,20:00:00,45.0,20:00-21:30,22:00-23:00,,800.0,0.15,400,0.9129999999999999
809,420.0,300,,405.0,700,17:30:00,21.0,,,19:00:00,100,20:00:00,101,0.2,21:00:00,103.0,22:00:00,103.0,0.2,100,22:00-23:00,50.0,10.0,5.0,23:30:00,80,0:00:00,75,0:00-1:00,280.0,3.5,3.5,1:00-2:00,2:00:00,65,3:00:00,45.0,3:00-4:30,4:30-5:30,,800.0,0.15,400,0.8909999999999999
105,421.0,300,,405.0,700,6:00:00,22.0,,,7:30:00,100,8:30:00,102,0.2,9:30:00,104.0,10:30:00,106.0,0.2,100,10:30-11:00,50.0,9.0,5.0,11:30:00,80,12:00:00,78,12:00-13:00,280.0,3.5,3.5,13:00-14:00,14:00:00,70,16:00:00,45.0,16:00-17:30,18:30-19:30,,800.0,0.15,400,0.9129999999999999
641,422.0,300,125.0,,980,13:00:00,21.0,,,15:00:00,100,16:00:00,102,0.2,17:00:00,104.0,18:00:00,106.0,0.2,100,18:00:-18:30,50.0,9.0,5.0,19:00:00,80,19:30:00,78,19:30-20:00,300.0,3.5,3.5,20:00-21:00,21:00:00,65,22:00:00,45.0,22:00-23:30,23:30-0:30,,800.0,0.15,400,0.902
142,423.0,300,125.0,,980,20:30:00,21.0,,,22:30:00,100,23:30:00,102,0.2,0:30:00,104.0,1:30:00,106.0,0.2,100,1:30-2:00,50.0,9.0,5.0,2:30:00,80,3:00:00,77,3:00-4:00,260.0,3.5,3.5,3:30-4:30,4:30:00,65,5:30:00,45.0,5:30-7:00,7:00-8:00,,800.0,0.15,400,0.8909999999999999
1348,424.0,300,125.0,,980,4:30:00,21.0,,,6:30:00,100,7:30:00,102,0.2,8:30:00,102.0,9:30:00,104.0,0.2,100,9:30-10:30,50.0,10.0,5.0,10:30:00,80,11:30:00,75,11:30-12:30,300.0,3.5,3.5,12:30-13:30,13:30:00,65,14:30:00,45.0,14:30-16:00,16:00-17:00,,800.0,0.15,400,0.885
695,425.0,300,125.0,,980,14:00:00,22.0,,,15:00:00,100,16:00:00,101,0.2,17:00:00,103.0,18:00:00,106.0,0.2,100,18:00-19:00,50.0,10.0,5.0,19:00:00,80,19:30:00,76,19:30-20:30,280.0,3.5,3.5,20:30-21:30,21:30:00,65,23:30:00,45.0,23:30-1:30,2:00-4:00,,800.0,0.15,400,0.902
260,427.0,300,125.0,,980,6:00:00,21.0,,,7:30:00,100,9:00:00,102,0.2,10:00:00,104.0,11:00:00,106.0,0.2,100,11:30-12:00,50.0,9.0,5.0,12:30:00,80,13:00:00,78,13:00-14:00,300.0,3.5,3.5,14:00-15:00,15:00:00,65,16:30:00,45.0,16:30-17:30,18:00-19:00,,800.0,0.15,400,0.902
816,429.0,300,125.0,,980,22:00:00,21.0,,,23:00:00,100,0:00:00,102,0.2,1:00:00,103.0,2:00:00,104.0,0.2,100,2:00-3:00,50.0,10.0,5.0,3:00:00,80,3:30:00,70,3:30-4:30,280.0,3.5,3.5,4:30-5:30,5:30:00,60,6:30:00,45.0,6:30-8:00,8:00-9:30,,800.0,0.15,400,0.8909999999999999
1102,430.0,300,125.0,,980,6:00:00,20.0,,,7:30:00,100,8:30:00,102,0.2,9:30:00,104.0,10:30:00,106.0,0.2,100,10:30-11:00,50.0,9.0,5.0,11:30:00,80,12:00:00,78,12:00-13:00,280.0,3.5,3.5,13:00-14:00,14:00:00,65,16:00:00,45.0,16:00-17:30,18:00-19:00,,800.0,0.15,400,0.902
1309,431.0,300,125.0,,980,9:00:00,22.0,,,11:00:00,100,12:00:00,102,0.2,13:00:00,104.0,14:00:00,107.0,0.2,100,14:00-14:30,50.0,9.0,5.0,15:00:00,79,15:30:00,77,15:30-16:30,280.0,3.5,3.5,16:30-17:30,17:30:00,65,19:30:00,45.0,19:30-20:30,21:00-22:30,,800.0,0.15,400,0.8909999999999999
175,432.0,300,125.0,,980,12:30:00,21.0,,,14:30:00,100,15:30:00,102,0.2,16:30:00,104.0,17:30:00,106.0,0.2,100,17:30-18:00,50.0,9.0,5.0,18:30:00,80,19:00:00,78,19:00-20:00,290.0,3.5,3.5,20:00-21:00,21:00:00,65,23:00:00,45.0,23:00-0:00,0:30-1:30,,800.0,0.15,400,0.902
40,433.0,300,,405.0,700,17:00:00,21.0,,,19:00:00,100,20:00:00,102,0.2,21:00:00,104.0,22:00:00,106.0,0.2,100,22:00-23:30,50.0,9.0,5.0,23:00:00,80,23:30:00,78,23:30-0:30,280.0,3.5,3.5,1:00-2:30,2:30:00,65,4:30:00,45.0,4:30-6:00,6:30-8:00,,800.0,0.15,400,0.8909999999999999
1038,434.0,300,,405.0,700,23:00:00,21.0,,,1:00:00,100,2:00:00,102,0.2,3:00:00,104.0,4:00:00,106.0,0.2,100,4:30-5:00,50.0,9.0,5.0,6:00:00,80,7:00:00,78,7:00-8:00,300.0,3.5,3.5,8:00-9:00,9:00:00,65,10:00:00,50.0,10:00-11:30,11:30-12:30,,800.0,0.15,400,0.8909999999999999
133,436.0,300,,405.0,700,10:30:00,22.0,,,12:00:00,100,13:00:00,101,0.2,14:00:00,103.0,15:00:00,103.0,0.2,100,15:00-16:00,50.0,10.0,5.0,16:00:00,80,16:30:00,78,16:30-17:30,300.0,3.5,3.5,17:30-18:30,18:30:00,65,19:30:00,50.0,19:30-21:00,21:30-23:00,,800.0,0.15,400,0.879
962,438.0,300,,405.0,700,21:30:00,21.0,,,22:30:00,100,23:30:00,102,0.2,0:30:00,103.0,1:30:00,105.0,0.2,100,1:30-2:00,50.0,9.0,5.0,2:30:00,80,3:00:00,78,3:00-4:00,280.0,3.5,3.5,4:00-5:00,5:00:00,65,7:00:00,45.0,7:00-9:30,9:30-10:30,,800.0,0.15,400,0.879
381,440.0,300,,405.0,700,4:00:00,21.0,,,5:00:00,100,6:00:00,102,0.2,7:00:00,104.0,8:00:00,106.0,0.2,100,8:00-8:30,70.0,9.0,5.0,8:30:00,80,9:00:00,78,9:00-10:00,290.0,3.5,3.5,10:00-11:00,11:00:00,65,13:00:00,45.0,14:00-15:30,16:00-17:00,,800.0,0.15,400,0.879
625,442.0,300,,405.0,700,12:00:00,21.0,,,14:00:00,100,15:00:00,102,0.2,16:00:00,104.0,17:00:00,106.0,0.2,100,17:00-17:30,80.0,9.0,5.0,18:00:00,80,18:30:00,78,18:30-19:30,280.0,3.5,3.5,19:00-20:30,20:30:00,65,22:30:00,45.0,22:30-0:00,0:00-1:00,,800.0,0.15,400,0.879
1217,445.0,300,,405.0,700,3:00:00,26.0,,,4:00:00,100,5:00:00,102,0.2,6:00:00,103.0,7:00:00,105.0,0.2,200,7:00-7:30,50.0,9.0,5.0,7:30:00,70,8:00:00,77,8:00-8:40,300.0,3.5,3.5,8:40-9:40,9:40:00,65,12:00:00,45.0,14:00-15:30,16:30-18:00,,800.0,0.15,400,0.9129999999999999
213,446.0,300,,405.0,700,10:00:00,21.0,,,11:30:00,100,12:30:00,101,0.2,13:30:00,103.0,14:30:00,105.0,0.2,200,15:00-15:30,50.0,9.0,5.0,16:00:00,70,16:30:00,78,17:00-18:00,290.0,3.5,3.5,18:30-19:00,19:00:00,64,20:00:00,49.0,20:00-21:30,22:20-23:50,,800.0,0.15,380,0.9129999999999999
699,448.0,300,,405.0,700,8:00:00,30.0,,,9:00:00,100,10:00:00,101,0.2,11:00:00,103.0,12:00:00,105.0,0.2,200,12:00-12:30,50.0,9.0,5.0,12:30:00,70,13:30:00,77,13:30-14:00,300.0,3.5,3.5,14:00-15:30,15:30:00,60,19:00:00,36.0,19:00-20:30,21:30-23:00,,800.0,0.15,400,0.902
1357,449.0,300,,405.0,700,15:00:00,34.0,,,16:00:00,100,17:00:00,100,0.2,18:00:00,103.0,19:00:00,104.0,0.2,200,19:30-20:00,50.0,9.0,5.0,20:30:00,70,21:00:00,78,22:30-23:30,300.0,3.5,3.5,23:30-0:30,0:30:00,65,4:00:00,45.0,5:00-6:30,7:30-9:00,,800.0,0.15,400,0.902
956,450.0,300,,405.0,700,23:00:00,21.0,,,0:30:00,100,1:30:00,101,0.2,2:30:00,103.0,3:30:00,105.0,0.2,200,4:00-4:30,50.0,9.0,5.0,5:00:00,70,5:30:00,78,7:00-7:40,290.0,3.5,3.5,8:00-9:30,9:30:00,65,11:30:00,40.0,13:30-15:00,15:30-17:00,,800.0,0.15,380,0.868
1201,451.0,300,,405.0,700,8:00:00,22.0,,,9:00:00,102,10:00:00,103,0.2,11:00:00,103.0,12:00:00,103.0,0.2,200,12:30-13:00,50.0,9.0,5.0,13:30:00,70,14:00:00,78,15:30-16:30,290.0,3.5,3.5,16:30-18:00,18:00:00,65,19:00:00,35.0,0:00-1:30,2:30-4:00,,800.0,,380,0.868
708,452.0,300,,405.0,700,19:00:00,36.0,,,20:00:00,100,21:00:00,103,0.2,22:00:00,103.0,23:00:00,105.0,0.2,200,23:00-23:30,50.0,9.0,5.0,23:30:00,70,0:00:00,77,0:00-1:00,300.0,3.5,3.5,1:00-2:30,2:30:00,60,8:00:00,40.0,9:00-10:30,11:30-13:00,,800.0,0.15,390,0.89
887,455.0,300,,405.0,700,23:00:00,31.0,,,0:00:00,100,1:00:00,102,0.2,2:00:00,103.0,3:00:00,105.0,0.2,200,3:30-4:00,50.0,9.0,5.0,4:30:00,70,5:00:00,78,7:00-8:00,300.0,3.5,3.5,8:00-9:30,9:30:00,60,12:00:00,38.0,13:30-15:00,16:00-17:30,,800.0,0.15,400,0.8909999999999999
1007,456.0,300,,405.0,700,8:30:00,28.0,,,9:30:00,100,10:30:00,101,0.2,11:30:00,103.0,12:30:00,102.0,0.2,200,12:30-13:30,50.0,10.0,5.0,13:30:00,70,14:00:00,77,14:00-15:00,300.0,3.5,3.5,15:00-16:30,16:30:00,60,19:00:00,40.0,0:00-1:30,2:30-4:00,,800.0,0.15,400,0.902
33,457.0,300,,405.0,700,18:00:00,35.0,,,19:00:00,100,20:00:00,102,0.2,21:00:00,104.0,22:00:00,105.0,0.2,200,22:30-23:00,50.0,9.0,5.0,23:30:00,70,0:00:00,78,3:30-4:00,290.0,3.5,3.5,4:00-5:00,5:00:00,65,8:00:00,45.0,9:30-11:00,11:30-13:00,,800.0,0.15,400,0.902
794,461.0,300,,405.0,700,8:00:00,21.0,,,9:30:00,100,10:30:00,101,0.2,11:30:00,103.0,12:30:00,105.0,0.2,200,13:00-13:30,50.0,9.0,5.0,14:00:00,70,14:30:00,78,17:00-18:00,290.0,3.5,3.5,18:00-19:00,19:00:00,60,21:00:00,40.0,23:00-0:30,1:30-3:00,,800.0,0.15,400,0.902
690,463.0,300,,405.0,700,2:00:00,37.0,,,3:00:00,100,4:00:00,101,0.2,5:00:00,105.0,6:00:00,103.0,0.2,200,6:30-7:30,50.0,9.0,5.0,7:30:00,70,8:00:00,71,10:30-11:30,290.0,3.5,3.5,11:30-13:00,13:00:00,60,16:00:00,45.0,19:00-20:30,21:30-23:00,,800.0,0.15,400,0.902
979,464.0,300,,405.0,700,12:00:00,30.0,,,13:00:00,100,14:00:00,102,0.2,15:00:00,103.0,16:00:00,105.0,0.2,200,16:00-16:30,40.0,9.0,5.0,16:30:00,70,17:00:00,78,22:00-23:00,290.0,3.5,3.5,23:00-0:00,0:00:00,60,3:00:00,45.0,5:00-6:30,7:30-9:00,,800.0,0.15,400,0.8909999999999999
216,465.0,300,,405.0,700,20:00:00,21.0,,,21:30:00,100,22:30:00,102,0.2,23:30:00,103.0,0:30:00,105.0,0.2,200,1:00-1:30,50.0,9.0,5.0,2:00:00,70,2:30:00,78,7:00-8:00,260.0,3.5,3.5,8:00-9:00,9:00:00,60,11:00:00,40.0,14:30-16:00,16:30-18:00,,800.0,0.15,420,0.9470000000000001
318,467.0,300,,405.0,700,20:00:00,34.0,,,21:00:00,100,22:00:00,102,0.2,23:00:00,103.0,0:00:00,104.0,0.2,200,0:30-1:00,50.0,10.0,5.0,1:00:00,70,1:30:00,77,1:30-2:00,290.0,3.5,3.5,3:00-4:30,4:30:00,60,8:00:00,40.0,9:00-10:30,11:30-13:00,,800.0,0.15,400,0.8909999999999999
934,469.0,300,,405.0,700,11:00:00,21.0,,,12:30:00,100,13:30:00,102,0.2,14:30:00,103.0,15:30:00,105.0,0.2,200,16:00-16:30,50.0,10.0,5.0,17:00:00,70,17:30:00,78,22:30-23:30,290.0,3.5,3.5,23:30-1:30,1:30:00,60,3:00:00,40.0,3:30-5:00,6:30-8:00,,800.0,0.15,400,0.902
1167,470.0,300,,405.0,700,21:00:00,33.0,,,23:00:00,100,0:00:00,101,0.2,1:00:00,103.0,2:00:00,103.0,0.2,200,2:30-3:00,50.0,10.0,5.0,3:30:00,70,4:00:00,77,6:00-7:00,300.0,3.5,3.5,7:00-8:00,8:00:00,65,11:00:00,40.0,14:00-15:30,16:30-18:00,,800.0,0.15,400,0.902
994,471.0,300,,405.0,700,5:00:00,33.0,,,6:30:00,100,7:30:00,100,0.2,8:30:00,101.0,9:30:00,102.0,0.2,200,10:00-10:30,,10.0,,10:30:00,71,11:00:00,77,16:00-17:00,290.0,3.5,3.5,17:00-18:00,18:00:00,64,20:00:00,45.0,0:00-1:30,2:30-4:00,,800.0,0.15,400,0.902
245,472.0,300,,405.0,700,15:00:00,37.0,,,16:30:00,100,17:30:00,101,0.2,18:30:00,102.0,19:30:00,103.0,0.2,200,20:00-20:30,50.0,9.0,5.0,21:00:00,70,21:00:00,78,3:00-4:00,290.0,3.5,3.5,4:00-5:00,5:00:00,65,8:00:00,45.0,10:00-11:30,12:30-14:00,,800.0,0.15,400,0.902
377,473.0,300,,405.0,700,1:00:00,21.0,,,2:30:00,100,3:30:00,102,0.2,4:30:00,104.0,5:30:00,105.0,0.2,200,6:00-6:30,50.0,9.0,5.0,6:30:00,70,7:00:00,78,3:00-4:00,290.0,3.5,3.5,13:00-14:30,14:30:00,60,19:00:00,38.0,19:00-20:30,21:30-23:00,,800.0,0.15,400,0.902
279,475.0,300,,405.0,700,22:00:00,36.0,,,23:30:00,100,0:30:00,102,0.2,1:30:00,104.0,2:30:00,105.0,0.2,200,3:00-3:30,50.0,10.0,5.0,4:00:00,70,4:30:00,78,4:30-5:30,300.0,3.5,3.5,5:30-7:00,7:00:00,65,9:00:00,45.0,15:00-16:30,17:30-19:00,,800.0,0.15,400,0.8909999999999999
385,477.0,300,,405.0,700,14:00:00,21.0,,,15:30:00,100,16:30:00,102,0.2,17:30:00,104.0,18:30:00,105.0,0.2,200,19:00-19:30,40.0,9.0,5.0,20:00:00,70,20:30:00,78,2:30-3:30,290.0,3.5,3.5,4:00-5:00,5:00:00,65,7:00:00,40.0,10:30-12:00,13:00-14:30,,800.0,0.15,400,0.902
238,478.0,300,,405.0,700,22:00:00,34.0,,,23:30:00,100,0:30:00,101,0.2,1:30:00,109.0,2:30:00,105.0,0.2,200,3:00-3:30,40.0,9.0,5.0,4:00:00,70,4:30:00,78,13:00-14:00,300.0,3.5,3.5,14:00-15:30,15:30:00,60,18:00:00,40.0,19:00-20:30,21:30-23:00,,800.0,0.15,400,0.902
1031,481.0,300,,405.0,700,6:00:00,21.0,,,8:00:00,100,9:00:00,101,0.2,10:00:00,102.0,11:00:00,105.0,0.2,200,11:30-12:00,30.0,9.0,5.0,12:30:00,70,13:00:00,78,16:30-18:30,300.0,3.5,3.5,17:30-18:30,18:30:00,65,20:30:00,40.0,0:00-1:30,2:30-4:00,,800.0,0.15,400,0.902
3,483.0,300,,405.0,700,1:30:00,38.0,,,3:00:00,100,4:00:00,102,0.2,5:00:00,103.0,6:00:00,104.0,0.2,200,6:30-7:00,50.0,10.0,5.0,7:30:00,70,8:00:00,78,13:30-14:30,290.0,3.5,3.5,14:30-15:30,15:30:00,65,18:00:00,45.0,19:00-20:30,21:30-23:00,,800.0,0.15,400,0.902
30,484.0,300,,405.0,700,11:00:00,21.0,,,12:30:00,100,13:30:00,102,0.2,14:30:00,104.0,15:30:00,105.0,0.2,200,16:00-16:30,50.0,9.0,5.0,17:00:00,70,17:30:00,78,21:30-22:30,290.0,3.5,3.5,23:00-0:30,0:30:00,65,3:30:00,45.0,4:30-6:00,7:00-8:30,,800.0,0.15,400,0.902
459,485.0,300,,405.0,700,20:00:00,35.0,,,21:30:00,100,22:30:00,101,0.2,23:30:00,103.0,0:30:00,105.0,0.2,200,1:00-1:30,40.0,10.0,5.0,2:00:00,70,2:30:00,78,7:30-8:30,300.0,3.5,3.5,8:30-9:30,9:30:00,65,11:00:00,40.0,15:00-16:30,17:30-19:00,,800.0,0.15,400,0.902
354,487.0,300,,405.0,700,14:00:00,34.0,,,15:30:00,100,16:30:00,102,0.2,17:30:00,103.0,18:30:00,103.0,0.2,200,18:00-19:30,50.0,9.0,5.0,20:00:00,70,20:30:00,78,3:00-4:00,300.0,3.5,3.5,4:00-5:00,5:00:00,65,8:00:00,45.0,9:00-10:30,11:30-13:00,,800.0,0.15,400,0.8909999999999999
1216,489.0,300,,405.0,700,8:00:00,38.0,,,9:00:00,100,10:00:00,101,0.2,11:00:00,103.0,12:00:00,105.0,0.2,200,12:30-13:00,30.0,10.0,5.0,13:30:00,70,14:30:00,78,22:00-23:00,300.0,3.5,3.5,23:00-0:30,0:30:00,60,3:00:00,40.0,4:00-5:30,6:30-8:00,,800.0,0.15,420,0.935
658,491.0,300,,405.0,700,6:00:00,29.0,,,7:30:00,100,8:30:00,101,0.2,9:30:00,103.0,10:30:00,103.0,0.2,300,11:00-11:30,50.0,10.0,5.0,12:00:00,70,12:30:00,77,12:30-13:30,330.0,3.5,3.5,13:30-15:00,15:00:00,65,19:00:00,50.0,2:00-4:00,5:00-7:00,,800.0,0.15,420,0.935
549,493.0,300,,405.0,700,21:30:00,21.0,,,23:30:00,100,0:00:00,102,0.2,1:00:00,104.0,2:00:00,105.0,0.2,300,2:30-3:00,50.0,9.0,5.0,3:30:00,70,4:00:00,78,10:30-11:30,320.0,3.5,3.5,12:30-14:00,14:00:00,65,17:00:00,45.0,17:00-18:30,19:00-20:00,,800.0,0.15,420,0.9470000000000001
443,494.0,300,,405.0,700,10:30:00,21.0,,,12:00:00,100,13:00:00,102,0.2,14:00:00,104.0,15:00:00,105.0,0.2,300,15:30-16:00,50.0,9.0,5.0,16:30:00,70,17:00:00,78,21:30-22:30,350.0,3.5,3.5,14:30-15:30,15:30:00,65,17:30:00,45.0,19:00-20:30,21:00-22:30,,800.0,0.15,400,0.902
171,495.0,300,,405.0,700,22:30:00,28.0,,,0:00:00,100,1:00:00,101,0.2,2:00:00,103.0,3:00:00,105.0,0.2,300,3:30-4:00,50.0,9.0,5.0,4:30:00,70,5:00:00,78,5:30-6:30,360.0,3.5,3.5,22:30-23:30,23:30:00,65,1:30:00,45.0,3:00-4:30,5:00-6:30,,800.0,0.15,420,0.9470000000000001
538,496.0,300,,405.0,700,5:00:00,33.0,,,700,100,7:30:00,103,0.2,8:30:00,103.0,9:30:00,105.0,0.2,300,10:00-10:30,50.0,10.0,5.0,11:00:00,70,11:30:00,78,14:00-15:00,340.0,3.5,3.5,6:30-7:30,7:30:00,65,12:00:00,45.0,12:00-13:30,14:00-15:00,,800.0,0.15,420,0.935
576,497.0,300,,405.0,700,12:00:00,24.0,,,13:30:00,100,14:30:00,102,0.2,15:30:00,102.0,16:30:00,102.0,0.2,300,17:00-17:30,50.0,10.0,5.0,18:00:00,70,18:30:00,78,0:00-1:00,350.0,3.5,3.5,15:00-16:30,16:30:00,65,19:00:00,45.0,20:00-22:00,23:00-1:00,,800.0,0.15,400,0.8909999999999999
802,498.0,300,,405.0,700,22:00:00,21.0,,,23:30:00,100,0:30:00,104,0.2,1:30:00,104.0,2:30:00,105.0,0.2,300,3:00-3:30,50.0,9.0,5.0,4:00:00,70,4:30:00,78,11:00-12:00,340.0,3.5,3.5,1:00-2:00,2:00:00,65,5:00:00,45.0,8:00-9:30,9:30-11:00,,800.0,0.15,420,0.9470000000000001
1032,499.0,300,,405.0,700,7:00:00,21.0,,,8:30:00,100,9:30:00,101,0.2,10:30:00,103.0,11:30:00,105.0,0.2,300,12:00-12:30,40.0,9.0,5.0,13:00:00,70,13:30:00,78,19:00-20:00,320.0,3.5,3.5,12:00-13:00,13:00:00,65,16:00:00,45.0,16:30-18:00,18:00-20:00,,800.0,0.15,420,0.9470000000000001
827,500.0,300,,405.0,700,11:00:00,24.0,,,12:30:00,100,13:30:00,101,0.2,14:30:00,103.0,15:30:00,103.0,0.2,300,16:00-16:30,50.0,10.0,5.0,17:00:00,70,17:30:00,78,5:30-6:30,330.0,3.5,3.5,12:30-14:00,14:00:00,65,17:00:00,50.0,17:00-18:30,19:00-20:00,,800.0,0.15,400,0.902
331,501.0,300,,405.0,700,2:00:00,30.0,,,3:30:00,100,4:30:00,101,0.2,5:30:00,103.0,6:30:00,105.0,0.2,300,7:00-7:30,50.0,9.0,5.0,8:00:00,70,8:30:00,78,11:30-12:30,340.0,3.5,3.5,1:30-3:00,3:00:00,65,7:00:00,45.0,8:00-10:00,11:00-13:00,,800.0,0.15,400,0.902
910,503.0,300,,405.0,700,12:00:00,21.0,,,13:30:00,100,14:30:00,102,0.2,15:30:00,104.0,16:30:00,105.0,0.2,300,17:00-17:30,50.0,9.0,5.0,18:00:00,70,18:30:00,78,0:30-1:30,340.0,3.5,3.5,15:30-16:30,16:30:00,65,19:00:00,45.0,20:30-22:00,22:30-0:00,,800.0,0.15,420,0.9470000000000001
937,505.0,300,,405.0,700,14:30:00,28.0,,,17:00:00,100,17:00:00,101,0.2,18:00:00,103.0,19:00:00,105.0,0.2,300,19:30-20:00,50.0,10.0,5.0,20:30:00,70,21:00:00,78,3:00-4:00,350.0,3.5,3.5,20:00-21:30,21:30:00,65,23:30:00,50.0,23:30-1:30,3:30-5:30,,800.0,0.15,420,0.9470000000000001
335,506.0,300,,405.0,700,7:30:00,21.0,,,9:00:00,100,10:00:00,101,0.2,11:00:00,103.0,12:00:00,105.0,0.2,300,12:30-13:00,50.0,9.0,5.0,13:30:00,70,14:00:00,78,19:00-20:00,330.0,3.5,3.5,22:00-23:30,0:00:00,65,3:30:00,50.0,3:30-5:00,5:30-6:30,,800.0,0.15,420,0.9470000000000001
425,508.0,300,,405.0,700,1:00:00,24.0,,,2:30:00,100,3:30:00,101,0.2,4:30:00,101.0,5:30:00,103.0,0.2,300,6:00-6:30,50.0,10.0,5.0,7:00:00,70,7:30:00,78,14:30-15:30,350.0,3.5,3.5,15:30-16:30,16:30:00,65,15:00:00,45.0,22:00-23:30,0:00-1:30,,800.0,0.15,420,0.9470000000000001
1068,509.0,300,,405.0,700,11:00:00,21.0,,,12:30:00,100,13:30:00,102,0.2,14:30:00,104.0,15:30:00,105.0,0.2,300,16:00-16:30,50.0,9.0,5.0,17:00:00,70,17:30:00,78,0:30-1:30,340.0,3.5,3.5,1:30-2:30,2:30:00,65,8:00:00,45.0,8:00-9:30,10:00-11:30,,800.0,0.15,420,0.9470000000000001
1059,510.0,300,,405.0,700,23:00:00,23.0,,,0:30:00,100,1:30:00,101,0.2,2:30:00,103.0,3:30:00,104.0,0.2,300,4:00-5:00,50.0,9.0,5.0,5:30:00,70,6:00:00,78,10:00-11:00,340.0,3.5,3.5,11:00-12:30,12:30:00,65,16:30:00,45.0,16:30-18:00,18:30-19:00,,800.0,0.15,420,0.935
1337,511.0,300,,405.0,700,6:00:00,21.0,,,8:00:00,100,9:00:00,102,0.2,10:00:00,102.0,11:00:00,104.0,0.2,300,11:30-12:00,50.0,10.0,5.0,12:30:00,70,13:00:00,78,18:00-19:00,350.0,3.5,3.5,19:00-20:30,20:30:00,65,23:00:00,50.0,2:00-3:00,4:00-6:00,,800.0,0.15,420,0.9470000000000001
24,514.0,300,,405.0,700,11:00:00,26.0,,,12:30:00,100,13:30:00,101,0.2,14:30:00,103.0,15:30:00,105.0,0.2,300,16:00-16:30,50.0,9.0,5.0,17:00:00,70,17:30:00,78,0:30-1:30,340.0,3.5,3.5,1:30-3:00,3:00:00,65,8:00:00,45.0,8:00-9:30,10:00-11:30,,800.0,0.15,420,0.935
1058,515.0,300,,405.0,700,17:00:00,30.0,,,18:30:00,100,19:30:00,101,0.2,20:30:00,102.0,21:30:00,102.0,0.2,300,0:30-1:00,50.0,9.0,5.0,1:30:00,70,2:00:00,78,10:30-11:30,350.0,3.5,3.5,11:30-12:30,12:30:00,65,15:00:00,45.0,15:30-17:00,17:30-19:00,,800.0,0.15,420,0.9229999999999999
660,516.0,300,,405.0,700,6:00:00,24.0,,,7:30:00,100,8:30:00,102,0.2,9:30:00,102.0,10:30:00,102.0,0.2,300,11:30-12:00,50.0,9.0,5.0,12:30:00,70,13:00:00,78,18:00-19:00,340.0,3.5,3.5,20:00-21:30,21:30:00,65,1:00:00,45.0,3:00-4:30,5:00-6:30,,800.0,0.15,420,0.9229999999999999
8,521.0,300,,405.0,700,17:30:00,21.0,,,19:00:00,100,20:00:00,101,0.2,21:00:00,102.0,22:00:00,105.0,0.2,300,22:30-23:00,50.0,9.0,5.0,23:30:00,70,0:00:00,78,2:00-3:00,340.0,3.5,3.5,3:00-4:30,4:30:00,65,6:30:00,45.0,6:30-8:00,8:30-10:00,,800.0,0.15,420,0.9470000000000001
536,524.0,300,,405.0,700,12:30:00,22.0,,,14:00:00,100,15:00:00,102,0.2,16:00:00,102.0,17:00:00,104.0,0.2,300,17:30-18:00,50.0,10.0,5.0,18:30:00,70,19:00:00,78,3:30-4:30,340.0,3.5,3.5,4:30-5:30,5:30:00,65,8:00:00,45.0,9:30-11:00,11:30-13:00,,800.0,0.15,420,0.935
152,525.0,300,,405.0,700,22:00:00,21.0,,,23:30:00,100,0:30:00,102,0.2,1:30:00,104.0,2:30:00,105.0,0.2,300,4:30-5:30,50.0,9.0,5.0,6:00:00,70,6:30:00,78,13:30-14:30,340.0,3.5,3.5,14:30-16:00,16:00:00,65,19:00:00,45.0,19:00-20:30,21:30-23:00,,800.0,0.15,420,0.9179999999999999
1165,526.0,300,,405.0,700,11:00:00,21.0,,,12:30:00,100,13:30:00,101,0.2,14:30:00,103.0,15:30:00,105.0,0.2,300,16:00-16:30,50.0,9.0,5.0,17:00:00,70,17:30:00,78,21:30-22:30,340.0,3.5,3.5,22:30-0:00,0:00:00,65,4:30:00,50.0,4:30-6:00,7:00-8:30,,800.0,0.15,420,0.935
91,528.0,300,,405.0,700,1:00:00,24.0,,,2:30:00,100,3:30:00,101,0.2,4:30:00,102.0,5:30:00,102.0,0.2,300,6:00-6:30,50.0,10.0,5.0,7:00:00,70,7:30:00,78,17:00-18:00,340.0,3.5,3.5,18:00-19:00,19:00:00,65,23:00:00,45.0,0:00-1:30,2:00-3:30,,800.0,0.15,420,0.935
